EPISODES,DQN_runs,DQN_correct,PPO_runs,PPO_correct
18221,4,2,3,3
18222,6,4,5,5
18223,5,2,6,6
18224,9,7,8,8
18225,7,4,9,9
18226,9,4,9,9
18227,10,5,11,11
18228,10,5,11,11
18229,6,3,6,6
18230,9,1,9,9
18231,9,4,9,9
18232,6,2,7,7
18233,7,1,8,8
18234,12,6,12,12
18235,8,4,9,9
18236,5,0,6,6
18237,5,3,6,6
18238,8,3,9,9
18239,9,3,9,9
18240,5,4,6,6
18241,9,6,7,7
18242,6,5,5,5
18243,9,3,7,7
18244,5,2,5,5
18245,11,2,9,9
18246,9,5,8,8
18247,6,4,6,6
18248,6,2,6,6
18249,9,5,8,8
18250,7,2,8,8
18251,7,3,6,6
18252,6,5,6,6
18253,9,4,9,9
18254,8,5,9,9
18255,11,2,11,11
18256,8,4,9,9
18257,9,4,9,9
18258,8,1,8,8
18259,7,3,8,8
18260,5,1,6,6
18261,5,2,5,5
18262,5,2,8,8
18263,8,2,9,9
18264,9,4,9,9
18265,6,4,6,6
18266,11,5,12,12
18267,6,2,6,6
18268,8,5,8,8
18269,6,3,6,6
18270,9,5,9,9
18271,8,4,9,9
18272,8,3,8,8
18273,5,2,5,5
18274,9,2,9,9
18275,9,6,8,8
18276,9,5,9,9
18277,9,6,9,9
18278,10,4,11,11
18279,9,5,8,8
18280,5,3,5,5
18281,12,8,11,11
18282,10,4,9,9
18283,9,2,9,9
18284,6,3,5,5
18285,12,4,11,11
18286,9,3,9,9
18287,7,3,7,7
18288,10,5,8,8
18289,11,4,11,11
18290,9,4,7,7
18291,8,4,6,6
18292,6,1,6,6
18293,5,1,8,8
18294,9,6,6,6
18295,8,2,8,8
18296,7,3,7,7
18297,12,7,12,12
18298,7,3,7,7
18299,12,1,12,12
18300,11,5,12,12
18301,10,5,11,11
18302,7,3,8,8
18303,9,5,9,9
18304,6,3,5,5
18305,10,4,10,10
18306,7,3,9,9
18307,8,6,7,7
18308,11,1,9,9
18309,10,1,11,11
18310,8,5,9,9
18311,9,5,8,8
18312,9,5,9,9
18313,6,1,6,6
18314,6,3,4,4
18315,6,2,6,6
18316,8,3,8,8
18317,4,1,4,4
18318,7,2,8,8
18319,8,4,9,9
18320,10,3,10,10
18321,8,7,5,5
18322,9,2,9,9
18323,9,5,9,9
18324,5,2,5,5
18325,9,5,9,9
18326,6,4,6,6
18327,5,2,4,4
18328,9,2,9,9
18329,5,1,6,6
18330,12,5,12,12
18331,8,4,7,7
18332,12,3,11,11
18333,7,3,8,8
18334,6,4,5,5
18335,12,9,11,11
18336,11,5,11,11
18337,9,4,9,9
18338,9,6,9,9
18339,9,2,9,9
18340,6,3,5,5
18341,7,5,8,8
18342,6,5,6,6
18343,6,1,6,6
18344,8,4,9,9
18345,8,6,8,8
18346,6,3,5,5
18347,11,4,10,10
18348,5,4,5,5
18349,9,6,9,9
18350,9,5,9,9
18351,8,3,10,10
18352,4,2,4,4
18353,12,2,12,12
18354,8,2,8,8
18355,5,3,5,5
18356,5,4,6,6
18357,6,2,6,6
18358,9,4,8,8
18359,6,4,6,6
18360,8,3,6,6
18361,9,6,8,8
18362,9,3,9,9
18363,12,9,12,12
18364,6,3,6,6
18365,9,3,8,8
18366,9,2,9,9
18367,9,4,8,8
18368,11,3,11,11
18369,7,4,8,8
18370,6,2,6,6
18371,9,5,8,8
18372,8,0,9,9
18373,9,1,9,9
18374,9,5,9,9
18375,8,4,7,7
18376,9,6,9,9
18377,6,1,6,6
18378,8,3,9,9
18379,8,4,8,8
18380,8,3,8,8
18381,3,0,4,4
18382,12,6,10,10
18383,9,4,7,7
18384,7,2,8,8
18385,9,3,8,8
18386,9,2,6,6
18387,7,2,8,8
18388,6,3,6,6
18389,5,1,6,6
18390,7,5,8,8
18391,7,2,8,8
18392,8,4,8,8
18393,8,5,8,8
18394,9,2,9,9
18395,7,4,7,7
18396,5,2,4,4
18397,6,3,6,6
18398,7,4,5,5
18399,9,5,9,9
18400,9,3,9,8
18401,8,4,7,7
18402,9,5,8,8
18403,9,2,9,9
18404,9,6,9,9
18405,12,3,12,12
18406,6,3,6,6
18407,9,4,9,9
18408,5,2,5,5
18409,8,4,7,7
18410,8,4,9,9
18411,9,4,8,8
18412,8,4,9,9
18413,6,4,6,6
18414,9,5,8,8
18415,9,7,9,9
18416,6,2,7,7
18417,4,1,4,4
18418,6,4,7,7
18419,8,3,8,8
18420,9,0,8,8
18421,6,1,7,7
18422,6,5,5,5
18423,9,4,9,9
18424,6,2,4,4
18425,5,2,5,5
18426,8,3,7,7
18427,6,3,6,6
18428,9,4,9,9
18429,6,5,6,6
18430,6,5,6,6
18431,11,3,10,10
18432,12,5,12,12
18433,5,2,6,6
18434,6,3,6,6
18435,6,2,6,6
18436,8,2,8,8
18437,9,4,9,9
18438,9,3,9,9
18439,6,4,6,6
18440,8,3,9,9
18441,8,3,6,6
18442,7,4,8,8
18443,8,5,7,7
18444,8,2,8,8
18445,12,4,11,11
18446,10,3,11,11
18447,8,5,8,8
18448,8,4,6,6
18449,6,2,6,6
18450,5,2,4,4
18451,9,4,8,8
18452,8,4,8,8
18453,6,2,5,5
18454,4,2,5,5
18455,8,5,7,7
18456,8,5,8,8
18457,5,5,5,5
18458,12,4,11,11
18459,8,4,7,7
18460,8,4,9,9
18461,5,2,5,5
18462,8,3,9,9
18463,11,3,10,10
18464,6,5,6,6
18465,8,2,9,9
18466,6,4,6,6
18467,12,7,12,12
18468,6,5,6,6
18469,6,4,6,6
18470,12,8,12,12
18471,8,4,8,8
18472,9,5,7,7
18473,6,3,6,6
18474,8,3,9,9
18475,9,7,9,9
18476,8,4,8,8
18477,9,4,9,9
18478,9,2,8,8
18479,6,1,6,6
18480,7,4,8,8
18481,6,2,5,5
18482,8,4,5,5
18483,11,8,11,11
18484,5,1,6,6
18485,9,4,9,9
18486,9,2,9,9
18487,9,5,9,9
18488,9,6,9,9
18489,9,4,9,9
18490,11,4,12,12
18491,8,3,9,9
18492,6,4,5,5
18493,9,5,9,9
18494,8,1,8,8
18495,6,3,6,6
18496,5,1,5,5
18497,5,3,5,5
18498,8,5,9,9
18499,8,4,8,8
18500,9,5,9,9
18501,9,4,8,8
18502,8,4,6,6
18503,9,3,8,8
18504,6,5,6,6
18505,9,3,9,9
18506,9,1,8,8
18507,9,2,9,9
18508,8,2,9,9
18509,8,3,8,8
18510,11,6,11,11
18511,11,3,12,12
18512,11,4,12,12
18513,9,2,9,9
18514,3,0,4,4
18515,9,3,8,8
18516,9,3,9,9
18517,9,4,9,9
18518,12,6,12,12
18519,6,2,6,6
18520,6,1,6,6
18521,9,2,9,9
18522,11,4,12,12
18523,7,2,8,8
18524,8,4,8,8
18525,6,4,6,6
18526,9,7,8,8
18527,8,4,8,8
18528,9,3,9,9
18529,6,3,6,6
18530,5,3,3,3
18531,8,3,8,8
18532,9,2,9,9
18533,7,5,9,9
18534,4,1,3,3
18535,10,6,10,10
18536,6,4,6,6
18537,6,3,5,5
18538,4,1,4,4
18539,12,4,12,12
18540,10,5,12,12
18541,6,5,6,6
18542,5,2,6,6
18543,8,1,9,9
18544,8,3,8,8
18545,9,4,9,9
18546,6,2,5,5
18547,7,3,7,7
18548,6,3,5,5
18549,12,7,12,12
18550,6,2,6,6
18551,6,2,4,4
18552,11,6,11,11
18553,6,5,7,7
18554,5,4,6,6
18555,6,4,6,6
18556,12,4,11,11
18557,8,4,9,9
18558,9,5,8,8
18559,4,1,4,4
18560,8,4,8,8
18561,11,2,10,10
18562,6,2,5,5
18563,12,5,11,11
18564,9,3,9,9
18565,10,5,11,11
18566,8,4,9,9
18567,9,4,9,9
18568,6,4,4,4
18569,12,5,12,12
18570,9,6,8,8
18571,8,7,7,7
18572,9,1,9,9
18573,6,3,6,6
18574,9,7,8,8
18575,6,4,5,5
18576,6,3,6,6
18577,8,5,8,8
18578,7,3,6,6
18579,6,1,6,6
18580,11,6,11,11
18581,9,4,9,9
18582,5,2,6,6
18583,6,1,5,5
18584,9,6,12,12
18585,8,4,7,7
18586,6,3,6,6
18587,12,4,12,12
18588,10,4,11,11
18589,9,4,9,9
18590,12,5,11,11
18591,6,2,4,4
18592,8,4,7,7
18593,9,6,9,9
18594,6,2,6,6
18595,9,4,8,8
18596,9,3,8,8
18597,9,6,9,9
18598,6,2,5,5
18599,8,3,7,7
18600,8,5,9,9
18601,9,5,8,8
18602,10,4,10,10
18603,9,4,8,8
18604,9,3,9,9
18605,9,5,9,9
18606,7,1,8,8
18607,11,5,11,11
18608,9,7,8,8
18609,6,3,6,6
18610,8,5,8,8
18611,9,4,8,8
18612,12,4,12,12
18613,7,2,8,8
18614,8,4,9,9
18615,9,3,9,9
18616,11,6,12,12
18617,9,3,8,8
18618,8,4,7,7
18619,7,4,8,8
18620,9,4,8,8
18621,8,3,8,8
18622,9,3,7,7
18623,4,0,8,8
18624,9,5,8,8
18625,11,5,10,10
18626,9,5,9,9
18627,11,5,11,11
18628,9,6,8,8
18629,11,3,11,11
18630,7,4,9,9
18631,6,4,6,6
18632,12,5,12,12
18633,12,4,12,12
18634,9,5,8,8
18635,6,3,6,6
18636,9,4,9,9
18637,9,3,9,9
18638,9,5,9,9
18639,9,2,8,8
18640,9,3,9,9
18641,6,3,6,6
18642,9,2,7,7
18643,9,6,9,9
18644,9,2,9,9
18645,9,3,9,9
18646,12,5,12,12
18647,12,4,11,11
18648,7,2,8,8
18649,6,4,5,5
18650,9,2,9,9
18651,9,7,8,8
18652,9,2,9,9
18653,6,1,6,6
18654,12,5,12,12
18655,9,3,9,9
18656,6,4,6,6
18657,6,3,5,5
18658,6,4,6,6
18659,9,5,9,9
18660,8,4,8,8
18661,8,3,7,7
18662,6,3,6,6
18663,8,4,7,7
18664,9,3,9,9
18665,6,2,6,6
18666,9,4,9,9
18667,9,5,9,9
18668,6,2,6,6
18669,11,2,11,11
18670,12,5,12,12
18671,9,4,7,7
18672,4,2,5,5
18673,11,2,12,12
18674,7,4,8,8
18675,9,4,9,9
18676,5,1,5,5
18677,7,4,7,7
18678,6,4,5,5
18679,6,2,6,6
18680,10,4,10,10
18681,4,3,5,5
18682,6,2,6,6
18683,8,4,8,8
18684,9,6,8,8
18685,11,5,10,10
18686,6,2,6,6
18687,6,3,6,6
18688,6,3,6,6
18689,5,3,5,5
18690,8,4,9,9
18691,6,1,5,5
18692,6,1,6,6
18693,9,3,8,8
18694,9,2,8,8
18695,11,2,11,11
18696,8,2,7,7
18697,6,4,5,5
18698,8,7,7,7
18699,6,2,6,6
18700,6,1,6,6
18701,11,5,12,12
18702,12,9,11,11
18703,9,5,8,8
18704,8,3,9,9
18705,11,5,10,10
18706,8,5,6,6
18707,8,3,8,8
18708,6,0,4,4
18709,5,1,5,5
18710,6,3,6,6
18711,10,4,9,9
18712,4,1,5,5
18713,5,3,6,6
18714,4,3,4,4
18715,11,5,12,12
18716,10,5,10,10
18717,8,5,8,8
18718,9,4,9,9
18719,9,4,8,8
18720,6,5,5,5
18721,6,3,6,6
18722,6,3,6,6
18723,9,4,8,8
18724,9,2,9,9
18725,6,2,6,6
18726,7,3,6,6
18727,8,4,7,7
18728,9,4,7,7
18729,5,4,6,6
18730,6,2,5,5
18731,9,6,8,8
18732,5,1,6,6
18733,8,5,8,8
18734,5,0,5,5
18735,8,3,8,8
18736,8,3,8,8
18737,6,2,6,6
18738,9,3,9,9
18739,9,3,8,8
18740,6,1,5,5
18741,8,1,8,8
18742,4,3,6,6
18743,6,4,6,6
18744,5,3,5,5
18745,11,5,12,12
18746,8,3,9,9
18747,11,8,12,12
18748,11,4,10,10
18749,5,2,6,6
18750,7,5,6,6
18751,4,2,4,4
18752,8,5,7,7
18753,5,2,6,6
18754,9,2,8,8
18755,6,4,4,4
18756,6,2,8,8
18757,7,3,5,5
18758,3,1,4,4
18759,5,1,7,7
18760,4,0,4,4
18761,6,1,6,6
18762,4,2,4,4
18763,8,3,8,8
18764,7,4,8,8
18765,7,3,7,7
18766,9,2,5,5
18767,4,0,3,3
18768,6,0,7,7
18769,5,2,5,5
18770,11,7,11,11
18771,6,3,6,6
18772,7,3,7,7
18773,10,6,11,11
18774,8,2,9,9
18775,8,3,8,8
18776,7,3,8,8
18777,5,1,5,5
18778,5,2,8,8
18779,7,5,7,7
18780,8,4,8,8
18781,6,2,7,7
18782,9,5,8,8
18783,8,3,9,9
18784,6,4,6,6
18785,6,2,6,6
18786,5,3,6,6
18787,6,3,8,8
18788,6,4,6,6
18789,6,3,6,6
18790,6,5,6,6
18791,8,2,9,9
18792,11,1,12,12
18793,11,5,11,11
18794,9,4,9,9
18795,12,5,11,11
18796,5,1,6,6
18797,11,4,12,12
18798,9,5,9,9
18799,8,4,8,8
18800,12,5,12,12
18801,12,6,12,12
18802,8,4,9,9
18803,9,4,9,9
18804,9,4,8,8
18805,3,1,4,4
18806,7,4,6,6
18807,4,2,5,5
18808,5,2,7,7
18809,7,5,7,7
18810,8,4,7,7
18811,11,5,8,8
18812,10,3,6,6
18813,5,2,6,6
18814,11,6,12,12
18815,3,1,5,5
18816,6,3,5,5
18817,4,2,4,4
18818,6,2,5,5
18819,11,2,8,8
18820,8,4,8,8
18821,10,4,9,9
18822,8,4,7,7
18823,6,2,5,5
18824,11,3,12,12
18825,11,4,11,11
18826,8,3,7,7
18827,12,5,12,12
18828,9,3,9,9
18829,7,3,7,7
18830,6,3,5,5
18831,9,5,9,9
18832,9,3,5,5
18833,8,4,9,9
18834,8,2,7,7
18835,4,3,3,3
18836,5,2,4,4
18837,12,5,12,12
18838,4,3,4,4
18839,9,6,8,8
18840,9,5,8,8
18841,6,3,6,6
18842,5,3,5,5
18843,12,7,10,10
18844,6,3,8,8
18845,8,3,9,9
18846,9,4,9,9
18847,9,4,8,8
18848,6,2,6,6
18849,6,1,6,6
18850,7,5,7,7
18851,11,4,9,9
18852,4,1,4,4
18853,5,2,6,6
18854,9,3,10,10
18855,3,2,5,5
18856,9,5,8,8
18857,10,3,12,12
18858,4,2,5,5
18859,7,6,7,7
18860,7,3,7,7
18861,7,3,8,8
18862,10,4,11,11
18863,3,0,5,5
18864,6,0,6,6
18865,10,6,10,10
18866,6,4,6,6
18867,6,2,6,6
18868,9,4,7,7
18869,5,1,4,4
18870,10,5,11,11
18871,12,6,12,12
18872,8,6,8,8
18873,9,3,9,9
18874,6,4,6,6
18875,6,2,6,6
18876,6,3,6,6
18877,9,4,9,9
18878,9,4,9,9
18879,7,3,9,9
18880,9,5,11,11
18881,7,3,7,7
18882,8,3,9,9
18883,5,5,6,6
18884,8,3,6,6
18885,8,5,9,9
18886,9,6,8,8
18887,9,3,9,9
18888,9,6,9,9
18889,9,4,9,9
18890,9,3,9,9
18891,9,3,9,9
18892,10,6,9,9
18893,6,2,6,6
18894,3,2,4,4
18895,8,3,7,7
18896,11,5,10,10
18897,5,4,5,5
18898,10,3,9,9
18899,11,3,8,8
18900,9,3,8,8
18901,5,3,6,6
18902,8,3,7,7
18903,2,2,4,4
18904,7,2,7,7
18905,7,3,6,6
18906,3,1,4,4
18907,12,3,12,12
18908,6,4,7,7
18909,5,2,5,5
18910,6,2,5,5
18911,6,3,6,6
18912,7,3,8,8
18913,9,6,9,9
18914,12,5,10,10
18915,8,4,9,9
18916,7,5,9,9
18917,9,6,8,8
18918,11,6,11,11
18919,6,2,6,6
18920,9,5,9,9
18921,6,2,6,6
18922,6,1,5,5
18923,8,1,8,8
18924,9,5,8,8
18925,6,0,6,6
18926,5,2,6,6
18927,7,3,8,8
18928,4,2,5,5
18929,7,3,7,7
18930,7,3,4,4
18931,4,1,5,5
18932,9,3,9,9
18933,12,5,12,12
18934,10,6,11,11
18935,7,5,7,7
18936,9,2,8,8
18937,8,4,8,8
18938,9,6,9,9
18939,11,6,11,11
18940,8,2,8,8
18941,6,2,5,5
18942,6,6,7,7
18943,4,1,5,5
18944,9,5,8,8
18945,6,0,6,6
18946,12,7,10,10
18947,9,5,9,9
18948,5,4,5,5
18949,12,7,12,12
18950,11,6,11,11
18951,9,4,9,9
18952,5,2,4,4
18953,8,3,7,7
18954,9,1,9,9
18955,10,5,8,8
18956,7,3,9,9
18957,6,3,6,6
18958,6,3,6,6
18959,8,2,6,6
18960,9,3,9,9
18961,11,7,10,10
18962,8,6,8,7
18963,11,6,9,9
18964,9,5,8,8
18965,5,0,4,4
18966,7,5,8,8
18967,6,3,6,6
18968,6,1,6,6
18969,7,3,6,6
18970,6,3,4,4
18971,9,4,8,8
18972,8,4,9,9
18973,7,1,7,7
18974,11,3,11,11
18975,8,1,8,8
18976,6,2,5,5
18977,9,3,9,9
18978,12,6,12,12
18979,6,4,5,5
18980,12,8,12,12
18981,8,4,8,8
18982,6,2,6,6
18983,10,6,12,12
18984,11,6,10,10
18985,12,5,12,12
18986,12,4,12,12
18987,4,3,5,5
18988,10,4,12,12
18989,7,3,9,9
18990,6,4,5,5
18991,11,5,12,12
18992,6,2,5,5
18993,5,2,6,6
18994,9,3,9,9
18995,11,3,11,11
18996,12,5,11,11
18997,11,5,12,12
18998,10,5,11,11
18999,8,3,9,9
19000,6,5,6,6
19001,8,3,9,9
19002,5,3,5,5
19003,8,4,8,7
19004,12,5,11,11
19005,12,6,12,12
19006,6,2,5,5
19007,12,4,11,11
19008,8,1,8,8
19009,9,3,8,8
19010,9,2,9,9
19011,11,6,11,11
19012,10,5,11,11
19013,10,5,10,10
19014,5,1,6,6
19015,5,0,3,3
19016,4,1,7,7
19017,6,2,7,7
19018,7,4,8,8
19019,9,3,8,8
19020,5,2,4,4
19021,10,6,12,12
19022,7,2,8,8
19023,7,2,5,5
19024,7,5,5,5
19025,6,1,5,5
19026,9,4,7,7
19027,5,4,7,7
19028,9,6,8,8
19029,8,6,8,8
19030,9,4,7,7
19031,8,2,9,9
19032,9,5,9,9
19033,6,3,8,8
19034,11,4,11,11
19035,6,4,7,7
19036,9,4,9,9
19037,6,0,6,6
19038,9,6,7,7
19039,6,2,6,6
19040,8,2,8,8
19041,9,5,8,8
19042,9,3,8,8
19043,8,2,6,6
19044,6,4,7,7
19045,6,4,8,8
19046,6,3,5,5
19047,9,5,8,8
19048,11,2,9,9
19049,8,5,8,8
19050,8,5,8,8
19051,5,3,6,6
19052,8,3,9,9
19053,6,3,6,6
19054,8,3,8,8
19055,8,5,9,9
19056,6,3,6,6
19057,9,4,9,9
19058,6,3,6,6
19059,6,3,6,6
19060,9,5,9,9
19061,6,2,6,6
19062,7,3,7,7
19063,9,4,9,9
19064,7,5,9,9
19065,9,5,8,8
19066,11,3,12,12
19067,9,3,8,8
19068,6,1,6,6
19069,11,5,8,8
19070,8,7,9,9
19071,5,4,6,6
19072,2,2,5,5
19073,9,7,7,7
19074,9,4,9,9
19075,5,4,6,6
19076,10,5,10,10
19077,6,2,7,7
19078,6,3,7,7
19079,6,3,6,6
19080,8,2,8,8
19081,9,4,8,8
19082,6,2,5,5
19083,6,2,6,6
19084,9,3,9,9
19085,11,6,10,10
19086,11,5,10,10
19087,8,4,11,11
19088,5,4,4,4
19089,6,2,6,6
19090,9,3,8,8
19091,9,5,8,8
19092,9,5,8,8
19093,12,7,11,11
19094,6,3,6,6
19095,6,2,6,6
19096,9,3,9,9
19097,6,2,6,6
19098,6,6,6,6
19099,9,3,9,9
19100,6,4,6,6
19101,9,5,9,9
19102,6,1,5,5
19103,12,8,12,12
19104,9,4,9,9
19105,11,6,12,12
19106,6,2,6,6
19107,9,3,9,9
19108,12,5,11,11
19109,6,2,6,6
19110,9,8,7,7
19111,9,7,7,7
19112,8,3,9,9
19113,5,1,5,5
19114,6,4,5,5
19115,10,6,9,9
19116,9,3,9,9
19117,6,3,4,4
19118,9,3,8,8
19119,7,2,8,8
19120,7,3,6,6
19121,2,1,4,4
19122,8,4,6,6
19123,8,4,8,8
19124,9,4,11,11
19125,11,3,11,11
19126,9,2,9,9
19127,5,5,5,5
19128,12,5,10,10
19129,12,4,10,10
19130,9,4,9,9
19131,9,3,9,9
19132,5,4,5,5
19133,9,2,8,8
19134,6,3,5,5
19135,9,4,9,9
19136,8,5,8,8
19137,12,4,12,12
19138,12,4,12,12
19139,6,2,6,6
19140,8,3,9,9
19141,6,1,6,6
19142,8,3,9,9
19143,6,5,3,3
19144,9,4,9,9
19145,5,2,4,4
19146,9,5,6,6
19147,8,4,6,6
19148,8,3,7,7
19149,9,6,8,8
19150,12,5,12,12
19151,6,2,6,6
19152,6,3,6,6
19153,9,5,9,9
19154,12,7,12,12
19155,12,5,12,12
19156,5,3,6,6
19157,9,3,9,9
19158,6,2,6,6
19159,10,6,11,11
19160,9,4,7,7
19161,9,2,9,9
19162,9,5,9,9
19163,12,6,12,12
19164,6,3,5,5
19165,11,4,10,10
19166,6,4,8,8
19167,7,2,6,6
19168,4,2,4,4
19169,9,6,8,8
19170,6,2,8,8
19171,8,1,6,6
19172,6,2,6,6
19173,6,2,6,6
19174,6,4,5,5
19175,8,4,9,9
19176,10,5,11,11
19177,6,1,6,6
19178,5,2,6,6
19179,6,3,6,6
19180,5,3,6,6
19181,6,1,6,6
19182,8,3,9,9
19183,9,3,9,9
19184,8,3,7,7
19185,12,6,10,10
19186,5,4,6,6
19187,9,4,9,9
19188,6,2,6,6
19189,9,5,8,8
19190,8,3,8,8
19191,9,6,8,8
19192,11,5,12,12
19193,9,6,9,9
19194,8,3,8,8
19195,8,5,8,8
19196,10,5,8,8
19197,2,0,6,6
19198,8,3,8,8
19199,8,4,8,8
19200,6,3,6,6
19201,6,1,5,5
19202,11,3,12,12
19203,6,2,6,6
19204,9,5,8,8
19205,6,3,6,6
19206,9,4,9,9
19207,5,2,6,6
19208,8,3,9,9
19209,6,1,6,6
19210,9,4,9,9
19211,10,6,10,10
19212,9,5,8,8
19213,12,6,10,10
19214,6,3,6,6
19215,11,8,12,12
19216,9,6,7,7
19217,6,5,6,6
19218,5,4,5,5
19219,12,3,12,12
19220,12,4,10,10
19221,8,3,8,8
19222,5,2,6,6
19223,6,4,6,6
19224,5,2,8,8
19225,5,2,6,6
19226,5,3,5,5
19227,9,3,8,8
19228,9,5,7,7
19229,5,3,4,4
19230,8,2,6,6
19231,4,3,5,5
19232,9,6,9,9
19233,7,1,8,8
19234,9,8,6,6
19235,6,3,6,6
19236,10,3,10,10
19237,11,2,10,10
19238,12,6,12,12
19239,9,1,8,8
19240,6,4,6,6
19241,11,4,11,11
19242,11,4,11,11
19243,9,4,8,8
19244,5,2,5,5
19245,7,4,8,8
19246,9,3,9,9
19247,7,4,7,7
19248,6,2,5,5
19249,12,8,9,9
19250,8,6,8,8
19251,11,5,10,10
19252,6,3,6,6
19253,8,1,8,8
19254,11,7,11,11
19255,9,4,9,9
19256,8,2,7,7
19257,6,1,6,6
19258,5,2,5,5
19259,7,3,6,6
19260,6,5,5,5
19261,6,3,6,6
19262,6,2,5,5
19263,9,4,8,8
19264,9,4,9,9
19265,9,3,7,7
19266,7,1,7,7
19267,8,6,9,9
19268,6,3,7,7
19269,8,4,8,8
19270,9,5,8,8
19271,5,1,5,5
19272,8,1,9,9
19273,9,5,7,7
19274,9,6,9,9
19275,6,3,5,5
19276,9,5,9,9
19277,12,4,11,11
19278,8,4,7,7
19279,8,3,7,7
19280,6,1,8,8
19281,11,5,12,12
19282,8,3,8,8
19283,5,2,6,6
19284,9,5,11,11
19285,5,2,5,5
19286,11,4,10,10
19287,6,4,4,4
19288,5,2,6,6
19289,9,6,9,9
19290,9,4,9,9
19291,6,2,6,6
19292,12,4,11,11
19293,12,6,12,12
19294,6,2,6,6
19295,12,4,12,12
19296,6,4,6,6
19297,8,2,9,9
19298,11,3,12,12
19299,9,7,9,9
19300,8,5,8,8
19301,6,2,5,5
19302,8,1,8,8
19303,6,4,6,6
19304,10,3,9,9
19305,11,7,11,11
19306,7,3,8,8
19307,6,1,6,6
19308,6,3,6,6
19309,11,6,12,12
19310,12,5,11,11
19311,5,3,5,5
19312,8,3,8,8
19313,6,2,6,6
19314,6,3,6,6
19315,12,5,12,12
19316,9,5,8,8
19317,6,3,6,6
19318,7,3,7,7
19319,5,1,5,5
19320,4,2,4,4
19321,6,2,6,6
19322,7,3,8,8
19323,8,3,8,8
19324,7,3,7,7
19325,8,5,9,9
19326,8,4,9,9
19327,8,2,8,8
19328,9,4,8,8
19329,6,3,6,6
19330,12,4,11,11
19331,9,4,8,8
19332,12,3,11,11
19333,6,1,5,5
19334,8,1,9,9
19335,9,3,7,7
19336,9,7,9,9
19337,6,2,4,4
19338,6,3,6,6
19339,9,5,7,7
19340,8,3,9,9
19341,8,5,9,9
19342,6,2,6,6
19343,9,3,9,9
19344,6,5,5,5
19345,9,7,9,9
19346,9,4,9,9
19347,9,4,9,9
19348,6,2,6,6
19349,9,6,9,9
19350,11,3,11,11
19351,8,2,9,9
19352,9,4,8,8
19353,9,8,7,7
19354,8,2,8,8
19355,9,1,11,11
19356,6,5,6,6
19357,9,6,8,8
19358,6,3,6,6
19359,5,4,6,6
19360,9,3,9,9
19361,11,6,9,9
19362,11,6,10,10
19363,4,2,4,4
19364,6,4,7,7
19365,5,3,3,3
19366,5,3,4,4
19367,8,4,8,8
19368,8,3,6,6
19369,6,3,6,6
19370,9,3,8,8
19371,9,4,8,8
19372,7,5,6,6
19373,10,5,10,10
19374,7,4,6,6
19375,9,4,7,7
19376,5,2,5,5
19377,6,2,5,5
19378,7,3,6,6
19379,11,6,10,10
19380,5,1,5,5
19381,6,4,6,6
19382,9,5,8,8
19383,6,3,4,4
19384,3,0,4,4
19385,4,2,5,5
19386,6,3,4,4
19387,6,2,6,6
19388,5,2,5,5
19389,11,5,10,10
19390,8,3,9,9
19391,11,3,12,12
19392,6,2,5,5
19393,6,1,5,5
19394,6,2,4,4
19395,5,4,5,5
19396,9,4,9,9
19397,9,5,9,9
19398,8,2,9,9
19399,8,3,11,11
19400,6,3,7,7
19401,9,5,9,9
19402,5,4,6,6
19403,2,1,5,5
19404,9,6,6,6
19405,4,2,5,5
19406,6,2,8,8
19407,5,2,7,7
19408,11,4,11,11
19409,12,8,11,11
19410,11,5,9,9
19411,5,3,5,5
19412,8,3,9,9
19413,6,2,5,5
19414,8,2,7,7
19415,6,0,6,6
19416,8,4,8,8
19417,7,1,8,8
19418,6,3,5,5
19419,8,3,10,10
19420,11,4,12,12
19421,7,2,9,9
19422,8,1,9,9
19423,11,7,12,12
19424,5,4,7,7
19425,6,4,6,6
19426,5,2,5,5
19427,10,5,10,10
19428,4,2,4,4
19429,5,1,9,9
19430,8,4,9,9
19431,4,2,5,5
19432,6,2,7,7
19433,11,7,11,11
19434,8,4,9,9
19435,5,4,5,5
19436,9,4,8,8
19437,9,5,9,9
19438,5,2,6,6
19439,9,1,7,7
19440,9,3,9,9
19441,10,7,10,10
19442,6,2,6,6
19443,11,5,6,6
19444,5,3,5,5
19445,4,1,6,6
19446,6,3,9,9
19447,9,5,7,7
19448,8,2,9,9
19449,4,4,4,4
19450,5,2,5,5
19451,8,3,8,8
19452,5,1,9,9
19453,11,5,11,11
19454,5,3,6,6
19455,12,7,11,11
19456,8,3,9,9
19457,7,3,8,8
19458,9,4,8,8
19459,8,0,9,9
19460,6,4,5,5
19461,12,7,8,8
19462,7,3,7,7
19463,7,4,8,8
19464,10,5,9,9
19465,6,4,7,7
19466,8,6,8,8
19467,6,3,6,6
19468,6,2,6,6
19469,9,5,9,9
19470,8,7,8,8
19471,3,1,5,5
19472,5,1,3,3
19473,5,3,5,5
19474,12,7,12,12
19475,6,3,5,5
19476,9,6,8,8
19477,9,2,9,9
19478,6,2,6,6
19479,10,3,11,11
19480,9,3,9,9
19481,6,2,6,6
19482,7,4,9,9
19483,9,4,9,9
19484,8,3,8,8
19485,9,4,7,7
19486,9,2,9,9
19487,9,2,8,8
19488,11,6,9,9
19489,3,0,3,3
