EPISODES,DQN_runs,DQN_correct,PPO_runs,PPO_correct
3486,14,10,14,11
3487,17,11,17,14
3488,11,5,13,12
3489,7,5,8,7
3490,14,10,15,12
3491,16,12,14,11
3492,7,4,8,7
3493,15,9,14,11
3494,15,11,14,11
3495,13,9,14,11
3496,12,11,11,8
3497,10,7,11,8
3498,7,6,9,8
3499,17,8,18,15
3500,12,7,14,13
3501,11,6,9,6
3502,11,7,10,9
3503,10,7,10,7
3504,8,5,9,8
3505,15,6,15,14
3506,15,10,15,14
3507,12,8,12,11
3508,15,10,15,12
3509,14,8,14,13
3510,12,6,10,9
3511,12,10,12,9
3512,12,6,11,10
3513,14,6,14,13
3514,15,10,14,11
3515,15,10,15,14
3516,11,8,12,9
3517,10,5,11,10
3518,13,8,15,12
3519,12,8,11,8
3520,14,9,13,10
3521,10,7,9,8
3522,10,9,7,6
3523,15,9,14,11
3524,12,9,12,9
3525,13,8,14,12
3526,9,4,8,7
3527,12,7,14,13
3528,11,7,9,6
3529,15,8,15,12
3530,11,11,12,9
3531,12,8,14,11
3532,12,8,12,9
3533,11,6,9,8
3534,13,7,10,8
3535,14,8,13,11
3536,12,10,13,10
3537,9,7,8,7
3538,6,4,8,7
3539,13,9,13,10
3540,14,6,15,14
3541,9,6,9,8
3542,11,7,12,11
3543,9,8,9,8
3544,15,10,15,12
3545,11,7,11,8
3546,10,8,11,8
3547,10,9,11,8
3548,7,7,6,5
3549,10,8,13,10
3550,14,11,14,11
3551,12,7,12,11
3552,11,8,11,8
3553,14,10,15,13
3554,10,6,10,9
3555,11,7,11,8
3556,14,7,15,14
3557,17,10,16,13
3558,11,9,12,9
3559,15,7,14,13
3560,9,6,9,8
3561,12,7,12,11
3562,12,9,12,9
3563,12,9,12,11
3564,11,6,10,9
3565,15,11,14,11
3566,12,6,14,13
3567,15,8,14,13
3568,13,12,14,11
3569,15,12,13,10
3570,10,6,11,10
3571,13,11,13,10
3572,13,9,14,11
3573,14,9,15,12
3574,11,8,11,8
3575,12,9,11,9
3576,14,11,14,11
3577,15,7,15,14
3578,17,13,17,14
3579,8,4,7,6
3580,7,5,8,7
3581,14,9,14,11
3582,14,9,11,6
3583,7,4,8,7
3584,9,5,9,8
3585,12,8,12,11
3586,15,7,14,12
3587,12,8,12,11
3588,11,5,12,11
3589,9,5,9,8
3590,9,6,9,8
3591,14,9,13,9
3592,15,10,14,11
3593,12,9,11,10
3594,14,9,13,12
3595,9,6,9,8
3596,12,8,10,9
3597,9,7,9,8
3598,14,9,15,12
3599,11,6,12,11
3600,6,5,7,6
3601,12,7,10,9
3602,9,6,9,8
3603,9,5,8,7
3604,11,6,11,10
3605,9,7,10,9
3606,8,7,9,8
3607,11,8,11,10
3608,11,8,11,8
3609,7,5,9,8
3610,15,10,15,12
3611,9,6,9,8
3612,15,11,14,11
3613,11,8,11,10
3614,15,11,14,9
3615,9,7,9,8
3616,15,9,13,10
3617,12,7,10,9
3618,8,4,8,7
3619,12,8,10,7
3620,12,7,11,10
3621,12,9,12,11
3622,9,7,9,8
3623,9,7,9,8
3624,18,12,18,15
3625,12,4,12,11
3626,11,7,12,11
3627,15,8,15,12
3628,9,6,9,8
3629,12,5,12,11
3630,15,8,15,12
3631,12,8,11,10
3632,10,7,10,8
3633,12,9,11,8
3634,12,6,11,10
3635,13,6,14,13
3636,14,8,13,12
3637,8,6,6,5
3638,14,9,12,9
3639,13,9,14,11
3640,8,4,7,6
3641,8,5,8,7
3642,8,6,11,8
3643,13,9,12,8
3644,6,4,5,4
3645,11,6,8,7
3646,13,8,14,11
3647,12,6,10,9
3648,8,6,6,5
3649,9,7,11,8
3650,13,10,11,10
3651,12,3,11,10
3652,14,11,14,13
3653,14,11,12,9
3654,18,10,17,14
3655,5,4,7,5
3656,9,7,8,7
3657,11,9,13,10
3658,10,8,11,10
3659,15,9,15,12
3660,9,6,9,8
3661,15,6,14,13
3662,12,8,11,8
3663,8,5,8,7
3664,15,12,14,11
3665,9,5,7,6
3666,12,8,12,9
3667,11,4,12,11
3668,14,4,13,11
3669,9,7,9,8
3670,14,11,14,13
3671,12,7,10,7
3672,13,8,14,11
3673,14,8,13,12
3674,15,9,16,13
3675,9,8,9,8
3676,12,9,12,9
3677,18,10,16,13
3678,9,5,11,10
3679,7,6,7,6
3680,12,10,11,8
3681,12,6,11,10
3682,17,9,18,15
3683,10,6,11,10
3684,9,6,9,8
3685,12,8,12,9
3686,10,7,11,10
3687,11,6,10,9
3688,9,8,9,8
3689,14,8,15,14
3690,12,6,12,11
3691,15,10,14,13
3692,12,7,12,11
3693,11,5,10,9
3694,13,6,14,11
3695,12,7,10,9
3696,9,6,9,8
3697,14,10,14,11
3698,10,5,11,10
3699,15,12,15,12
3700,11,8,11,10
3701,12,6,12,11
3702,12,6,12,11
3703,10,9,10,9
3704,12,5,12,11
3705,9,5,9,8
3706,14,11,13,10
3707,14,5,15,14
3708,18,9,18,15
3709,12,6,10,9
3710,15,7,15,14
3711,14,9,15,14
3712,9,7,9,8
3713,15,10,15,12
3714,11,6,11,9
3715,11,7,12,11
3716,17,12,17,15
3717,12,9,12,9
3718,12,7,12,11
3719,15,6,14,13
3720,12,5,11,10
3721,9,7,9,8
3722,12,9,12,11
3723,15,5,15,14
3724,9,6,9,8
3725,14,12,15,12
3726,9,6,9,8
3727,11,8,12,11
3728,12,9,12,9
3729,12,6,11,6
3730,12,6,12,11
3731,12,7,12,9
3732,8,5,7,6
3733,15,10,15,12
3734,11,9,12,9
3735,11,8,12,9
3736,15,9,15,12
3737,12,8,11,10
3738,13,8,13,12
3739,9,7,8,7
3740,12,11,11,8
3741,11,7,12,10
3742,8,5,9,7
3743,13,11,12,9
3744,10,6,9,8
3745,11,7,8,6
3746,11,8,13,12
3747,12,6,10,9
3748,12,7,12,11
3749,9,5,8,7
3750,13,9,14,11
3751,15,10,15,14
3752,14,9,15,10
3753,14,11,14,11
3754,9,5,9,8
3755,11,6,12,11
3756,12,7,12,11
3757,15,9,14,11
3758,12,9,12,11
3759,16,9,17,14
3760,12,8,11,8
3761,15,13,14,11
3762,12,6,12,11
3763,11,6,11,10
3764,12,9,12,11
3765,14,12,15,12
3766,12,7,14,11
3767,8,5,9,8
3768,13,8,11,8
3769,12,8,10,9
3770,12,6,10,9
3771,11,6,12,11
3772,8,7,9,8
3773,11,6,8,7
3774,9,5,11,10
3775,12,9,11,10
3776,11,7,11,10
3777,13,10,13,12
3778,14,11,15,12
3779,18,12,18,15
3780,11,6,12,11
3781,8,5,7,6
3782,12,7,13,12
3783,13,9,14,12
3784,11,8,12,11
3785,14,10,14,11
3786,15,10,14,13
3787,12,4,12,11
3788,15,10,14,13
3789,18,13,17,14
3790,12,8,12,11
3791,8,6,8,7
3792,14,9,14,13
3793,7,4,8,7
3794,10,6,11,10
3795,15,13,15,12
3796,11,8,10,7
3797,10,8,11,10
3798,14,10,15,12
3799,9,5,8,7
3800,12,6,12,9
3801,12,7,12,9
3802,10,9,11,8
3803,13,6,12,10
3804,10,7,11,8
3805,12,8,10,9
3806,12,8,12,11
3807,17,11,16,13
3808,14,10,16,13
3809,18,13,17,14
3810,12,9,12,9
3811,9,4,9,8
3812,8,2,9,8
3813,12,8,12,11
3814,14,7,14,13
3815,12,5,12,11
3816,11,8,12,11
3817,12,6,11,10
3818,12,5,12,11
3819,12,7,12,11
3820,12,5,12,11
3821,12,9,12,11
3822,12,7,11,10
3823,11,7,12,9
3824,14,10,14,11
3825,11,7,11,10
3826,16,11,13,10
3827,8,4,9,8
3828,12,8,12,11
3829,16,10,16,13
3830,12,7,11,9
3831,14,7,14,13
3832,15,7,14,13
3833,12,10,12,9
3834,13,8,12,9
3835,13,7,13,10
3836,12,9,12,9
3837,10,4,9,8
3838,8,3,7,6
3839,15,9,15,14
3840,12,8,11,10
3841,15,13,15,12
3842,15,10,17,14
3843,12,8,12,11
3844,11,8,12,11
3845,10,5,8,7
3846,7,5,7,6
3847,11,7,9,6
3848,12,7,10,7
3849,7,3,7,6
3850,9,7,10,7
3851,9,4,10,9
3852,12,8,10,9
3853,11,6,12,11
3854,12,9,12,9
3855,12,6,12,11
3856,12,8,12,9
3857,9,4,9,8
3858,14,8,13,11
3859,11,5,10,9
3860,14,11,15,12
3861,10,7,11,10
3862,7,5,7,6
3863,9,6,10,7
3864,13,6,15,14
3865,11,6,11,8
3866,11,7,10,9
3867,12,7,10,9
3868,13,9,14,11
3869,17,10,15,12
3870,9,7,7,6
3871,10,8,10,9
3872,17,10,17,14
3873,9,6,9,8
3874,7,6,6,5
3875,11,6,11,8
3876,15,6,15,14
3877,12,10,12,9
3878,10,7,11,10
3879,9,5,8,7
3880,9,4,9,8
3881,15,5,15,14
3882,15,9,15,12
3883,12,11,11,10
3884,12,4,12,10
3885,15,9,14,11
3886,16,10,17,14
3887,13,8,12,9
3888,10,7,11,10
3889,12,11,12,9
3890,14,8,15,12
3891,9,5,9,8
3892,9,5,9,8
3893,8,5,8,7
3894,9,8,8,7
3895,12,7,11,10
3896,14,9,14,11
3897,14,5,14,13
3898,9,5,8,7
3899,9,4,8,5
3900,11,7,11,8
3901,13,9,15,12
3902,9,7,9,8
3903,8,5,9,8
3904,15,11,15,12
3905,9,8,9,7
3906,15,10,13,12
3907,12,8,11,10
3908,12,10,12,9
3909,18,12,17,14
3910,11,8,11,10
3911,12,6,12,11
3912,17,11,18,15
3913,11,6,12,11
3914,12,10,11,8
3915,9,8,9,6
3916,7,6,6,5
3917,12,10,11,8
3918,9,8,11,8
3919,9,7,8,7
3920,11,8,11,10
3921,9,6,7,6
3922,12,7,11,10
3923,11,10,12,9
3924,17,11,17,14
3925,17,11,16,13
3926,14,10,14,11
3927,14,5,15,14
3928,15,11,14,11
3929,16,10,16,13
3930,8,5,8,7
3931,7,6,8,7
3932,18,11,17,12
3933,9,8,9,8
3934,9,6,9,8
3935,12,10,12,11
3936,13,7,13,12
3937,14,11,14,11
3938,8,5,9,8
3939,15,9,15,12
3940,11,7,10,9
3941,11,8,12,10
3942,12,6,11,10
3943,11,5,12,11
3944,15,10,15,12
3945,10,5,10,9
3946,15,10,14,13
3947,14,7,15,14
3948,12,9,12,9
3949,11,7,12,11
3950,12,8,11,10
3951,12,9,12,9
3952,15,4,15,14
3953,15,11,15,12
3954,12,6,11,10
3955,12,6,12,11
3956,15,10,14,11
3957,15,8,15,12
3958,12,10,12,9
3959,14,7,15,12
3960,9,6,9,8
3961,14,9,13,10
3962,12,6,12,11
3963,15,8,15,12
3964,9,7,9,8
3965,11,7,11,10
3966,15,11,14,11
3967,11,7,12,11
3968,9,5,7,6
3969,11,6,11,10
3970,12,5,12,11
3971,18,10,16,13
3972,12,7,12,10
3973,11,6,11,10
3974,8,6,8,7
3975,12,5,12,11
3976,12,7,12,11
3977,17,12,17,14
3978,17,11,18,15
3979,15,12,14,11
3980,12,7,12,11
3981,14,11,15,11
3982,15,12,15,12
3983,9,5,9,7
3984,11,6,12,11
3985,18,15,18,15
3986,15,12,15,12
3987,9,5,9,7
3988,12,11,12,9
3989,12,8,12,9
3990,15,7,14,13
3991,12,9,11,8
3992,14,9,15,12
3993,9,5,8,7
3994,11,7,12,11
3995,11,5,12,11
3996,9,6,8,7
3997,14,12,14,11
3998,8,5,8,7
3999,12,9,11,8
4000,18,7,16,13
4001,13,10,13,12
4002,12,8,12,9
4003,9,7,7,6
4004,9,7,9,8
4005,18,13,18,15
4006,15,12,14,11
4007,13,9,12,9
4008,17,9,16,13
4009,12,7,12,11
4010,12,7,12,11
4011,15,9,14,11
4012,12,6,12,11
4013,12,6,12,10
4014,11,9,10,9
4015,12,8,10,9
4016,15,9,14,11
4017,7,5,7,6
4018,11,8,11,10
4019,13,9,14,11
4020,14,9,13,12
4021,12,7,11,10
4022,12,8,11,10
4023,14,8,15,14
4024,11,7,12,9
4025,14,9,14,13
4026,12,8,9,8
4027,13,6,13,12
4028,11,5,13,12
4029,14,11,14,11
4030,14,9,14,11
4031,12,6,11,10
4032,14,10,14,11
4033,14,11,15,12
4034,15,10,14,13
4035,8,6,8,7
4036,17,10,16,13
4037,12,12,12,9
4038,11,9,11,10
4039,13,9,12,8
4040,11,7,10,9
4041,11,7,10,9
4042,15,9,14,11
4043,14,11,13,10
4044,15,9,15,14
4045,12,8,11,10
4046,14,9,15,14
4047,13,9,15,13
4048,12,5,12,11
4049,15,11,14,10
4050,12,6,13,12
4051,13,6,13,12
4052,15,10,13,10
4053,12,7,10,9
4054,13,8,14,11
4055,9,7,9,8
4056,12,8,12,10
4057,11,8,11,8
4058,12,10,12,8
4059,18,13,18,15
4060,12,7,12,11
4061,10,4,11,10
4062,11,6,11,10
4063,11,9,11,8
4064,9,4,9,8
4065,18,10,18,15
4066,9,3,12,11
4067,12,6,12,11
4068,14,9,12,9
4069,14,9,14,11
4070,13,10,11,6
4071,14,9,14,11
4072,14,12,14,11
4073,10,6,10,8
4074,15,9,12,9
4075,10,6,11,10
4076,13,6,13,12
4077,12,10,11,8
4078,15,9,14,11
4079,7,5,8,7
4080,13,5,15,14
4081,16,10,16,13
4082,12,9,11,8
4083,14,5,14,13
4084,11,7,10,7
4085,15,9,15,12
4086,14,9,11,10
4087,7,3,9,8
4088,10,7,11,10
4089,9,6,8,7
4090,10,7,10,7
4091,17,12,17,14
4092,15,12,15,12
4093,15,9,14,11
4094,12,6,12,11
4095,14,10,12,9
4096,10,6,11,10
4097,12,5,12,11
4098,15,11,13,8
4099,10,7,11,10
4100,17,12,18,15
4101,11,6,10,9
4102,9,4,8,7
4103,9,6,10,9
4104,11,6,11,10
4105,11,9,11,8
4106,12,10,12,9
4107,14,9,14,11
4108,16,11,16,13
4109,11,8,10,7
4110,17,14,18,14
4111,11,4,12,11
4112,15,11,13,10
4113,11,5,12,11
4114,8,4,8,6
4115,11,4,12,11
4116,12,7,12,11
4117,8,6,9,7
4118,9,5,9,8
4119,14,9,11,8
4120,14,10,11,8
4121,10,3,9,8
4122,12,6,12,11
4123,16,9,17,14
4124,12,12,12,9
4125,15,13,15,12
4126,9,7,8,7
4127,16,9,17,14
4128,15,12,15,14
4129,15,10,13,9
4130,17,9,14,11
4131,10,8,7,6
4132,12,10,12,9
4133,9,6,7,6
4134,12,10,12,9
4135,11,7,12,9
4136,9,5,9,8
4137,10,7,11,8
4138,8,5,8,7
4139,11,8,11,8
4140,15,12,12,10
4141,13,9,12,10
4142,13,10,11,8
4143,15,10,13,10
4144,12,5,11,10
4145,10,6,12,11
4146,11,9,11,10
4147,9,3,9,8
4148,13,9,10,6
4149,12,8,10,7
4150,14,9,13,12
4151,10,6,12,11
4152,9,3,9,8
4153,15,11,13,12
4154,12,6,10,8
4155,18,14,18,14
4156,14,9,14,11
4157,16,9,15,12
4158,14,10,12,9
4159,8,4,10,9
4160,11,7,10,7
4161,7,5,8,7
4162,12,6,10,9
4163,15,13,14,11
4164,9,5,8,7
4165,12,10,11,8
4166,9,5,9,8
4167,11,9,11,8
4168,7,5,8,7
4169,11,7,10,9
4170,12,7,13,12
4171,14,12,13,10
4172,7,4,7,6
4173,12,5,11,10
4174,12,8,11,8
4175,18,13,18,15
4176,14,9,15,12
4177,12,9,12,9
4178,12,7,12,11
4179,10,6,10,9
4180,12,9,12,11
4181,11,7,11,10
4182,16,8,18,15
4183,7,4,8,7
4184,14,4,14,13
4185,9,5,8,7
4186,12,9,13,12
4187,14,12,13,10
4188,9,6,8,7
4189,10,8,10,9
4190,16,11,16,13
4191,9,4,9,8
4192,15,9,14,13
4193,13,7,12,9
4194,15,13,14,11
4195,12,6,12,11
4196,10,7,11,10
4197,13,5,14,13
4198,12,4,11,10
4199,11,6,12,11
4200,9,6,9,8
4201,8,5,11,10
4202,15,11,15,12
4203,15,8,15,14
4204,14,8,13,10
4205,14,10,12,9
4206,12,9,10,9
4207,14,10,13,12
4208,15,11,14,13
4209,12,5,10,9
4210,12,6,11,10
4211,8,7,7,6
4212,11,6,11,10
4213,12,9,12,9
4214,13,9,12,11
4215,12,5,11,10
4216,11,8,11,10
4217,12,3,12,10
4218,8,6,9,8
4219,18,10,17,14
4220,9,4,8,7
4221,10,4,11,10
4222,14,9,15,12
4223,12,6,11,10
4224,13,7,13,11
4225,7,5,7,6
4226,12,7,13,12
4227,8,4,9,8
4228,12,9,11,8
4229,12,6,11,10
4230,17,10,17,14
4231,12,8,12,11
4232,9,5,9,8
4233,9,6,9,8
4234,12,9,14,11
4235,9,5,9,8
4236,11,5,12,11
4237,15,11,12,11
4238,10,7,11,10
4239,9,7,9,8
4240,15,9,15,13
4241,9,7,9,8
4242,8,7,8,7
4243,18,12,17,14
4244,11,4,11,10
4245,15,10,15,12
4246,12,8,11,10
4247,12,10,12,9
4248,11,6,11,10
4249,12,9,12,9
4250,15,12,15,12
4251,12,9,12,11
4252,9,7,8,7
4253,12,9,12,9
4254,15,7,14,11
4255,9,6,9,8
4256,15,8,13,12
4257,18,10,15,12
4258,12,8,10,9
4259,18,11,17,14
4260,15,10,14,11
4261,9,5,9,8
4262,12,11,12,9
4263,13,8,14,13
4264,11,7,12,11
4265,9,6,9,8
4266,15,8,14,11
4267,17,11,17,14
4268,11,8,11,8
4269,14,8,13,10
4270,12,7,11,8
4271,12,7,12,11
4272,9,7,9,8
4273,17,9,18,15
4274,12,10,11,8
4275,15,9,15,12
4276,8,4,9,8
4277,15,11,15,12
4278,15,9,14,9
4279,9,4,9,8
4280,15,10,15,12
4281,8,4,9,8
4282,14,9,13,12
4283,13,10,11,8
4284,11,7,8,7
4285,14,9,15,12
4286,12,8,12,9
4287,12,8,11,8
4288,11,6,10,9
4289,14,9,14,11
4290,14,9,14,11
4291,12,9,10,9
4292,8,6,9,8
4293,15,10,14,11
4294,10,10,10,7
4295,8,3,7,6
4296,11,7,11,10
4297,8,5,8,7
4298,8,6,7,6
4299,12,10,12,11
4300,11,9,11,10
4301,15,11,14,11
4302,10,5,10,9
4303,9,7,10,9
4304,9,7,11,10
4305,8,6,9,8
4306,10,6,11,10
4307,12,6,12,11
4308,12,7,11,10
4309,11,4,12,11
4310,12,7,12,11
4311,15,9,15,14
4312,11,4,12,11
4313,9,6,8,7
4314,8,7,8,7
4315,14,7,15,12
4316,10,7,10,9
4317,7,4,6,5
4318,13,7,14,11
4319,7,5,8,7
4320,13,8,15,12
4321,12,9,10,7
4322,7,4,9,7
4323,14,6,14,11
4324,9,6,8,7
4325,10,5,10,9
4326,14,8,14,11
4327,11,9,12,9
4328,13,7,13,10
4329,9,6,8,7
4330,12,7,12,10
4331,12,6,12,11
4332,9,7,8,5
4333,9,6,9,8
4334,13,8,13,12
4335,13,9,14,11
4336,15,14,15,12
4337,11,8,11,10
4338,14,12,14,11
4339,11,9,11,8
4340,12,6,11,10
4341,12,8,12,11
4342,12,9,11,10
4343,12,5,11,10
4344,10,6,12,11
4345,12,8,12,9
4346,10,7,11,10
4347,8,6,7,6
4348,11,6,13,10
4349,9,4,9,8
4350,10,8,10,9
4351,8,4,7,6
4352,17,10,17,14
4353,17,10,15,12
4354,9,7,9,8
4355,15,9,13,12
4356,15,11,14,11
4357,11,7,12,11
4358,12,6,12,9
4359,15,8,13,12
4360,12,9,11,8
4361,15,8,15,12
4362,11,7,10,9
4363,15,7,14,13
4364,8,6,9,8
4365,9,5,9,8
4366,15,11,14,10
4367,11,7,11,10
4368,10,9,11,10
4369,15,8,15,14
4370,12,7,12,11
4371,18,11,18,15
4372,8,4,8,7
4373,12,7,10,9
4374,15,8,15,12
4375,12,9,10,9
4376,9,6,9,8
4377,15,9,13,10
4378,9,5,9,8
4379,15,9,14,11
4380,13,10,15,12
4381,10,6,10,9
4382,14,9,15,12
4383,8,4,11,9
4384,15,9,15,10
4385,12,10,12,11
4386,15,10,14,11
4387,12,7,12,11
4388,14,9,15,12
4389,12,10,15,12
4390,11,9,12,9
4391,9,6,8,7
4392,12,7,12,9
4393,8,6,9,7
4394,9,5,12,11
4395,9,4,11,10
4396,15,9,15,12
4397,11,7,12,11
4398,14,6,14,12
4399,11,6,11,10
4400,10,5,12,11
4401,14,10,15,14
4402,9,9,11,10
4403,11,9,11,10
4404,11,6,11,8
4405,12,8,13,10
4406,12,8,10,7
4407,15,9,13,10
4408,10,6,10,9
4409,10,6,9,8
4410,8,5,7,6
4411,9,6,10,7
4412,11,4,10,9
4413,9,6,7,6
4414,12,6,12,11
4415,8,6,8,7
4416,15,12,14,11
4417,13,11,14,12
4418,11,8,12,9
4419,17,12,17,14
4420,14,11,15,12
4421,12,9,12,9
4422,12,8,12,9
4423,9,4,8,7
4424,10,8,10,7
4425,14,10,12,9
4426,14,7,11,10
4427,11,11,10,7
4428,9,5,12,11
4429,12,8,10,9
4430,13,10,13,10
4431,12,9,13,10
4432,14,11,15,12
4433,9,6,11,10
4434,17,11,16,13
4435,14,8,14,11
4436,15,10,15,12
4437,14,9,14,11
4438,12,7,11,10
4439,12,8,13,12
4440,7,5,7,6
4441,12,5,11,10
4442,7,4,9,8
4443,14,10,14,11
4444,9,7,9,8
4445,12,7,12,9
4446,15,13,13,10
4447,17,8,17,14
4448,10,6,9,8
4449,8,5,9,8
4450,13,7,12,9
4451,14,6,14,13
4452,10,7,11,8
4453,10,5,11,10
4454,12,7,11,9
4455,12,11,11,8
4456,6,5,8,7
4457,13,8,14,11
4458,12,7,11,8
4459,11,7,11,10
4460,12,9,12,9
4461,11,9,11,8
4462,9,7,9,8
4463,13,10,14,11
4464,16,9,17,15
4465,10,8,11,10
4466,10,5,12,11
4467,13,11,14,11
4468,9,6,9,8
4469,12,8,12,9
4470,9,7,9,8
4471,13,11,14,11
4472,13,10,12,9
4473,11,8,11,10
4474,17,12,18,15
4475,12,12,12,11
4476,12,6,12,11
4477,11,7,11,10
4478,15,9,15,14
4479,9,6,9,8
4480,9,5,7,6
4481,17,12,16,13
4482,12,6,13,12
4483,12,9,12,9
4484,17,12,17,14
4485,7,6,9,8
4486,9,5,9,8
4487,7,5,6,5
4488,15,9,14,11
4489,12,8,12,9
4490,14,7,12,11
4491,12,8,13,12
4492,15,10,15,12
4493,11,7,11,8
4494,9,6,11,10
4495,11,8,9,6
4496,13,9,13,10
4497,8,6,10,9
4498,10,9,11,8
4499,13,5,10,9
4500,11,10,10,7
4501,14,8,15,12
4502,11,4,12,11
4503,9,4,7,6
4504,15,9,13,10
4505,16,12,16,13
4506,13,8,14,13
4507,10,7,10,9
4508,12,9,12,11
4509,15,11,13,10
4510,17,10,17,14
4511,13,10,15,12
4512,18,11,16,13
4513,14,11,14,11
4514,14,5,14,13
4515,9,6,8,7
4516,9,7,8,7
4517,8,7,9,8
4518,9,5,9,7
4519,15,11,13,10
4520,15,9,14,11
4521,12,6,9,8
4522,9,9,10,7
4523,10,8,12,9
4524,11,6,12,11
4525,11,8,10,7
4526,15,10,16,13
4527,15,8,15,14
4528,12,8,12,9
4529,12,7,11,10
4530,12,8,15,14
4531,12,6,12,11
4532,17,8,17,14
4533,13,9,14,11
4534,9,6,7,6
4535,9,6,9,8
4536,12,6,11,10
4537,15,9,14,9
4538,11,7,10,8
4539,17,14,13,10
4540,9,5,10,9
4541,11,6,12,11
4542,12,6,12,10
4543,9,4,9,8
4544,10,6,9,8
4545,14,9,15,12
4546,7,4,9,7
4547,15,9,15,13
4548,12,6,12,9
4549,11,8,11,8
4550,12,6,10,9
4551,13,7,10,7
4552,15,11,15,12
4553,14,9,15,12
4554,12,7,10,7
4555,14,12,15,12
4556,12,8,14,13
4557,13,8,12,11
4558,8,5,8,7
4559,11,7,11,10
4560,8,7,7,6
4561,9,4,10,9
4562,11,8,11,8
4563,10,7,8,7
4564,12,11,9,6
4565,14,10,13,10
4566,9,9,13,10
4567,10,8,12,11
4568,11,5,9,8
4569,15,9,13,10
4570,10,4,9,8
4571,11,8,8,5
4572,11,5,11,10
4573,13,11,12,9
4574,15,11,15,12
4575,11,7,10,9
4576,11,9,9,6
4577,11,5,9,6
4578,12,7,11,8
4579,11,4,11,10
4580,11,6,12,11
4581,12,6,12,11
4582,8,8,9,8
4583,13,8,14,13
4584,17,10,17,14
4585,8,6,9,8
4586,9,7,11,8
4587,9,3,8,6
4588,10,9,11,8
4589,8,4,8,7
4590,12,10,15,12
4591,15,11,14,11
4592,14,10,13,12
4593,11,7,12,11
4594,9,7,9,8
4595,17,11,18,15
4596,15,8,14,11
4597,11,8,10,9
4598,13,9,14,11
4599,13,10,12,11
4600,10,4,10,9
4601,14,11,11,8
4602,10,7,10,5
4603,15,10,13,10
4604,11,8,8,5
4605,13,8,13,10
4606,10,9,11,10
4607,7,6,7,6
4608,12,9,12,9
4609,13,7,12,11
4610,10,7,9,8
4611,7,4,7,6
4612,9,5,8,7
4613,13,10,13,8
4614,7,4,7,6
4615,10,7,11,10
4616,14,6,14,13
4617,12,9,12,9
4618,13,7,13,12
4619,13,9,14,11
4620,11,8,10,9
4621,9,6,7,6
4622,7,5,7,6
4623,11,6,10,9
4624,12,8,11,10
4625,13,8,15,11
4626,12,9,14,11
4627,11,8,12,9
4628,10,8,10,7
4629,9,4,9,8
4630,13,9,13,12
4631,13,7,14,13
4632,12,7,10,9
4633,17,11,18,16
4634,14,6,15,14
4635,9,6,9,8
4636,11,9,11,8
4637,12,11,12,9
4638,12,7,12,11
4639,8,4,9,8
4640,11,8,12,10
4641,15,10,12,9
4642,10,6,9,8
4643,13,11,13,10
4644,15,12,14,11
4645,12,4,11,10
4646,15,10,14,11
4647,9,4,9,8
4648,18,10,16,13
4649,15,11,13,10
4650,14,9,14,11
4651,14,10,15,14
4652,12,8,14,11
4653,9,7,8,7
4654,13,8,13,10
4655,12,12,10,9
4656,9,4,9,8
4657,11,10,10,5
4658,14,11,14,11
4659,7,6,8,7
4660,12,8,12,10
4661,13,6,13,12
4662,15,10,15,12
4663,12,7,11,8
4664,9,6,7,6
4665,12,10,11,8
4666,12,5,12,11
4667,10,6,9,8
4668,11,7,9,8
4669,13,9,12,10
4670,9,6,8,5
4671,11,3,10,9
4672,9,8,7,6
4673,9,5,8,7
4674,14,10,14,11
4675,14,11,14,11
4676,9,8,9,8
4677,11,9,14,11
4678,12,8,11,8
4679,9,6,11,10
4680,6,5,8,7
4681,11,10,11,8
4682,13,6,13,12
4683,10,8,10,9
4684,13,8,12,11
4685,12,6,14,11
4686,9,7,8,7
4687,10,9,10,7
4688,6,4,8,7
4689,7,6,9,7
4690,12,8,12,9
4691,11,8,12,11
4692,11,6,10,9
4693,8,4,7,6
4694,11,7,10,9
4695,15,10,15,12
4696,18,12,17,14
4697,10,6,8,7
4698,13,8,14,13
4699,12,7,10,9
4700,12,9,11,8
4701,14,9,10,9
4702,15,9,14,11
4703,12,9,11,8
4704,15,11,14,11
4705,12,10,12,9
4706,11,4,9,6
4707,8,7,7,6
4708,7,5,9,8
4709,12,9,12,9
4710,10,9,9,6
4711,8,3,8,7
4712,12,7,11,10
4713,12,7,12,11
4714,10,3,12,11
4715,14,10,14,13
4716,11,7,11,10
4717,11,7,12,9
4718,9,7,9,8
4719,9,7,6,5
4720,9,6,9,8
4721,18,12,18,15
4722,12,7,11,8
4723,15,9,15,12
4724,12,8,12,9
4725,14,9,13,10
4726,15,6,14,13
4727,18,12,17,14
4728,10,6,11,10
4729,9,6,9,8
4730,13,10,14,11
4731,8,5,8,7
4732,11,6,14,13
4733,10,8,12,11
4734,12,7,12,10
4735,11,5,12,9
4736,11,8,12,11
4737,12,8,11,8
4738,14,9,12,9
4739,11,7,10,7
4740,11,9,12,9
4741,15,9,15,12
4742,15,7,13,10
4743,12,8,11,8
4744,11,6,11,10
4745,15,12,15,12
4746,9,9,7,6
4747,11,9,12,9
4748,17,13,17,14
4749,11,7,11,8
4750,15,9,15,12
4751,15,7,15,14
4752,9,5,9,8
4753,11,7,12,11
4754,14,11,12,9
