EPISODES,DQN,PPO
427,0.38461538461538464,0.6
428,0.6428571428571429,0.5625
429,0.6190476190476191,0.7222222222222222
430,0.5625,0.6470588235294118
431,0.5,0.8181818181818182
432,0.6,0.5
433,0.3333333333333333,0.45
434,0.3333333333333333,0.5
435,0.4,0.5333333333333333
436,0.3125,0.6666666666666666
437,0.5,0.5384615384615384
438,0.47619047619047616,0.7142857142857143
439,0.5555555555555556,0.5294117647058824
440,0.5294117647058824,0.5
441,0.6470588235294118,0.47058823529411764
442,0.5555555555555556,0.7222222222222222
443,0.6428571428571429,0.2857142857142857
444,0.375,0.5333333333333333
445,0.625,0.4
446,0.5333333333333333,0.6666666666666666
447,0.6666666666666666,0.625
448,0.4444444444444444,0.5555555555555556
449,0.6111111111111112,0.6470588235294118
450,0.2,0.5714285714285714
451,0.5555555555555556,0.5
452,0.6666666666666666,0.6
453,0.42857142857142855,0.7
454,0.3333333333333333,0.26666666666666666
455,0.38095238095238093,0.6190476190476191
456,0.5833333333333334,0.5
457,0.5333333333333333,0.5625
458,0.4666666666666667,0.5714285714285714
459,0.6666666666666666,0.7058823529411765
460,0.3333333333333333,0.5
461,0.3333333333333333,0.5263157894736842
462,0.35294117647058826,0.5294117647058824
463,0.3888888888888889,0.5625
464,0.6086956521739131,0.6086956521739131
465,0.7272727272727273,0.6363636363636364
466,0.4444444444444444,0.47058823529411764
467,0.3888888888888889,0.4444444444444444
468,0.5833333333333334,0.8333333333333334
469,0.29411764705882354,0.7058823529411765
470,0.7333333333333333,0.4666666666666667
471,0.4117647058823529,0.5294117647058824
472,0.5333333333333333,0.5714285714285714
473,0.3888888888888889,0.6111111111111112
474,0.5,0.6428571428571429
475,0.5714285714285714,0.6190476190476191
476,0.6111111111111112,0.8333333333333334
477,0.6111111111111112,0.6666666666666666
478,0.5,0.6923076923076923
479,0.6111111111111112,0.6666666666666666
480,0.6111111111111112,0.6666666666666666
481,0.5555555555555556,0.5294117647058824
482,0.6666666666666666,0.6
483,0.4444444444444444,0.6111111111111112
484,0.4666666666666667,0.5333333333333333
485,0.65,0.6666666666666666
486,0.5,0.6666666666666666
487,0.5454545454545454,0.5
488,0.5,0.6666666666666666
489,0.65,0.7647058823529411
490,0.15384615384615385,0.6153846153846154
491,0.7222222222222222,0.6111111111111112
492,0.75,0.6428571428571429
493,0.6470588235294118,0.7777777777777778
494,0.6666666666666666,0.7692307692307693
495,0.5,0.5555555555555556
496,0.6111111111111112,0.5882352941176471
497,0.5714285714285714,0.65
498,0.6111111111111112,0.7222222222222222
499,0.3888888888888889,0.6111111111111112
500,0.29411764705882354,0.7058823529411765
501,0.4666666666666667,0.625
502,0.3888888888888889,0.6470588235294118
503,0.4166666666666667,0.75
504,0.3333333333333333,0.7647058823529411
505,0.6111111111111112,0.3888888888888889
506,0.7777777777777778,0.3888888888888889
507,0.6666666666666666,0.6521739130434783
508,0.5555555555555556,0.5882352941176471
509,0.5714285714285714,0.7333333333333333
510,0.75,0.7272727272727273
511,0.5714285714285714,0.5238095238095238
512,0.5,0.45
513,0.5,0.5555555555555556
514,0.8333333333333334,0.6111111111111112
515,0.3333333333333333,0.4444444444444444
516,0.5294117647058824,0.5882352941176471
517,0.6111111111111112,0.7777777777777778
518,0.5333333333333333,0.5384615384615384
519,0.6470588235294118,0.47058823529411764
520,0.5555555555555556,0.47058823529411764
521,0.35294117647058826,0.6666666666666666
522,0.5555555555555556,0.5294117647058824
523,0.5,0.5
524,0.65,0.5
525,0.5,0.7272727272727273
526,0.42105263157894735,0.7894736842105263
527,0.5882352941176471,0.6470588235294118
528,0.6470588235294118,0.6666666666666666
529,0.3333333333333333,0.42857142857142855
530,0.6666666666666666,0.7692307692307693
531,0.6470588235294118,0.6666666666666666
532,0.4666666666666667,0.625
533,0.5294117647058824,0.6666666666666666
534,0.38461538461538464,0.6428571428571429
535,0.4444444444444444,0.55
536,0.5416666666666666,0.5833333333333334
537,0.3333333333333333,0.6428571428571429
538,0.6,0.7333333333333333
539,0.4117647058823529,0.6666666666666666
540,0.5555555555555556,0.5555555555555556
541,0.5555555555555556,0.5555555555555556
542,0.5,0.6666666666666666
543,0.5714285714285714,0.7142857142857143
544,0.625,0.7647058823529411
545,0.6875,0.6
546,0.6666666666666666,0.5
547,0.5294117647058824,0.5882352941176471
548,0.5833333333333334,0.75
549,0.5217391304347826,0.5833333333333334
550,0.5714285714285714,0.6666666666666666
551,0.5333333333333333,0.5384615384615384
552,0.42857142857142855,0.5714285714285714
553,0.3333333333333333,0.7333333333333333
554,0.42857142857142855,0.6428571428571429
555,0.7142857142857143,0.7142857142857143
556,0.47058823529411764,0.6111111111111112
557,0.4117647058823529,0.375
558,0.5,0.5
559,0.625,0.6
560,0.5,0.5
561,0.625,0.6
562,0.3888888888888889,0.7058823529411765
563,0.4,0.42857142857142855
564,0.4166666666666667,0.4166666666666667
565,0.5555555555555556,0.5555555555555556
566,0.5625,0.6470588235294118
567,0.5294117647058824,0.7058823529411765
568,0.42105263157894735,0.5555555555555556
569,0.5,0.6666666666666666
570,0.5,0.5555555555555556
571,0.5714285714285714,0.7692307692307693
572,0.5652173913043478,0.7142857142857143
573,0.6,0.6666666666666666
574,0.4666666666666667,0.6
575,0.5263157894736842,0.5714285714285714
576,0.625,0.7058823529411765
577,0.42857142857142855,0.65
578,0.55,0.7142857142857143
579,0.5714285714285714,0.6666666666666666
580,0.5,0.6470588235294118
581,0.4444444444444444,0.4444444444444444
582,0.6111111111111112,0.6666666666666666
583,0.3333333333333333,0.75
584,0.5882352941176471,0.6666666666666666
585,0.4117647058823529,0.6875
586,0.4,0.6428571428571429
587,0.65,0.5714285714285714
588,0.5,0.6666666666666666
589,0.5555555555555556,0.6470588235294118
590,0.5882352941176471,0.7222222222222222
591,0.7777777777777778,0.3333333333333333
592,0.5,0.7142857142857143
593,0.7,0.7368421052631579
594,0.6190476190476191,0.6666666666666666
595,0.25,0.9166666666666666
596,0.5294117647058824,0.6470588235294118
597,0.3888888888888889,0.6470588235294118
598,0.5714285714285714,0.5714285714285714
599,0.5,0.7058823529411765
600,0.8461538461538461,0.8333333333333334
601,0.5,0.47058823529411764
602,0.6666666666666666,0.5555555555555556
603,0.5,0.6666666666666666
604,0.5833333333333334,0.7272727272727273
605,0.6666666666666666,0.65
606,0.5,0.8
607,0.29411764705882354,0.7777777777777778
608,0.6666666666666666,0.6111111111111112
609,0.6,0.6666666666666666
610,0.47058823529411764,0.6666666666666666
611,0.42857142857142855,0.7619047619047619
612,0.5789473684210527,0.47619047619047616
613,0.6666666666666666,0.8333333333333334
614,0.5263157894736842,0.75
615,0.6,0.5333333333333333
616,0.6666666666666666,0.7142857142857143
617,0.5833333333333334,0.75
618,0.4166666666666667,0.4166666666666667
619,0.4375,0.7647058823529411
620,0.7142857142857143,0.8095238095238095
621,0.3333333333333333,0.6666666666666666
622,0.7222222222222222,0.5555555555555556
623,0.6,0.9333333333333333
624,0.3888888888888889,0.7058823529411765
625,0.47058823529411764,0.5714285714285714
626,0.46153846153846156,0.625
627,0.6666666666666666,0.8
628,0.6,0.7142857142857143
629,0.6111111111111112,0.6111111111111112
630,0.6111111111111112,0.5
631,0.5555555555555556,0.6111111111111112
632,0.7619047619047619,0.5714285714285714
633,0.75,0.5714285714285714
634,0.5714285714285714,0.8461538461538461
635,0.7142857142857143,0.6666666666666666
636,0.6666666666666666,0.8
637,0.5294117647058824,0.5294117647058824
638,0.6,0.7142857142857143
639,0.5882352941176471,0.7647058823529411
640,0.6428571428571429,0.5333333333333333
641,0.5555555555555556,0.6666666666666666
642,0.6,0.6
643,0.5882352941176471,0.5882352941176471
644,0.6190476190476191,0.65
645,0.3888888888888889,0.5294117647058824
646,0.4444444444444444,0.75
647,0.5833333333333334,0.4166666666666667
648,0.6,0.6923076923076923
649,0.5714285714285714,0.7857142857142857
650,0.7857142857142857,0.46153846153846156
651,0.6923076923076923,0.6153846153846154
652,0.5263157894736842,0.8
653,0.7692307692307693,0.5714285714285714
654,0.5714285714285714,0.5833333333333334
655,0.5,0.8461538461538461
656,0.6,0.5333333333333333
657,0.6363636363636364,0.6666666666666666
658,0.5,0.7333333333333333
659,0.3888888888888889,0.6111111111111112
660,0.5294117647058824,0.7777777777777778
661,0.7222222222222222,0.3888888888888889
662,0.7,0.5
663,0.7142857142857143,0.6666666666666666
664,0.5882352941176471,0.6666666666666666
665,0.5,0.5333333333333333
666,0.26666666666666666,0.6
667,0.9,0.7619047619047619
668,0.47619047619047616,0.65
669,0.5,0.6842105263157895
670,0.47058823529411764,0.5882352941176471
671,0.4444444444444444,0.7777777777777778
672,0.4166666666666667,0.75
673,0.38095238095238093,0.6
674,0.5,0.5714285714285714
675,0.7142857142857143,0.6
676,0.5,0.8461538461538461
677,0.75,0.75
678,0.5882352941176471,0.7777777777777778
679,0.4666666666666667,0.6153846153846154
680,0.6666666666666666,0.5294117647058824
681,0.4444444444444444,0.5
682,0.5,0.5555555555555556
683,0.4,0.6
684,0.631578947368421,0.75
685,0.6666666666666666,0.75
686,0.7272727272727273,0.9090909090909091
687,0.45454545454545453,0.6666666666666666
688,0.4444444444444444,0.7368421052631579
689,0.8333333333333334,0.6666666666666666
690,0.375,0.7222222222222222
691,0.5555555555555556,0.6470588235294118
692,0.5555555555555556,0.5555555555555556
693,0.8,0.6
694,0.4,0.8
695,0.4375,0.75
696,0.6190476190476191,0.65
697,0.5,0.45454545454545453
698,0.5555555555555556,0.4375
699,0.42105263157894735,0.75
700,0.5,0.75
701,0.5555555555555556,0.7222222222222222
702,0.5294117647058824,0.7058823529411765
703,0.5714285714285714,0.5714285714285714
704,0.5714285714285714,0.7333333333333333
705,0.5,0.5217391304347826
706,0.2857142857142857,0.7142857142857143
707,0.3888888888888889,0.5555555555555556
708,0.631578947368421,0.5263157894736842
709,0.4117647058823529,0.6470588235294118
710,0.5,0.6111111111111112
711,0.4666666666666667,0.5714285714285714
712,0.5714285714285714,0.8421052631578947
713,0.5,0.7777777777777778
714,0.4166666666666667,0.75
715,0.7142857142857143,0.65
716,0.6666666666666666,0.7222222222222222
717,0.6190476190476191,0.5714285714285714
718,0.6428571428571429,0.7857142857142857
719,0.4166666666666667,0.75
720,0.4117647058823529,0.7058823529411765
721,0.6470588235294118,0.7777777777777778
722,0.5,0.7083333333333334
723,0.5,0.6666666666666666
724,0.47058823529411764,0.6875
725,0.3333333333333333,0.6666666666666666
726,0.4444444444444444,0.5555555555555556
727,0.5,0.7058823529411765
728,0.75,0.7647058823529411
729,0.6,0.8666666666666667
730,0.7222222222222222,0.6111111111111112
731,0.5714285714285714,0.7619047619047619
732,0.4444444444444444,0.7058823529411765
733,0.5833333333333334,0.6666666666666666
734,0.6,0.5714285714285714
735,0.5,0.7142857142857143
736,0.4583333333333333,0.625
737,0.5714285714285714,0.42857142857142855
738,0.5882352941176471,0.5294117647058824
739,0.6,0.7619047619047619
740,0.38095238095238093,0.6666666666666666
741,0.6666666666666666,0.6111111111111112
742,0.5,0.5333333333333333
743,0.5333333333333333,0.7142857142857143
744,0.6666666666666666,0.6666666666666666
745,0.6666666666666666,0.7333333333333333
746,0.6,0.6
747,0.4666666666666667,0.7333333333333333
748,0.5333333333333333,0.7857142857142857
749,0.4666666666666667,0.8666666666666667
750,0.38095238095238093,0.5714285714285714
751,0.5555555555555556,0.6666666666666666
752,0.3888888888888889,0.7222222222222222
753,0.4,0.5333333333333333
754,0.5625,0.5625
755,0.7,0.6
756,0.47058823529411764,0.7333333333333333
757,0.6666666666666666,0.6111111111111112
758,0.4666666666666667,0.7142857142857143
759,0.5,0.6666666666666666
760,0.7777777777777778,0.5294117647058824
761,0.4444444444444444,0.8333333333333334
762,0.5,0.7333333333333333
763,0.5,0.8
764,0.6470588235294118,0.5882352941176471
765,0.5263157894736842,0.8235294117647058
766,0.7,0.8
767,0.75,0.5555555555555556
768,0.6111111111111112,0.7647058823529411
769,0.4666666666666667,0.6
770,0.47058823529411764,0.6470588235294118
771,0.5217391304347826,0.6956521739130435
772,0.5333333333333333,0.5714285714285714
773,0.5416666666666666,0.7727272727272727
774,0.42857142857142855,0.5714285714285714
775,0.4117647058823529,0.7647058823529411
776,0.7857142857142857,0.6428571428571429
777,0.4444444444444444,0.8
778,0.5555555555555556,0.6666666666666666
779,0.8333333333333334,0.5833333333333334
780,0.47619047619047616,0.631578947368421
781,0.5833333333333334,0.7272727272727273
782,0.6111111111111112,0.6666666666666666
783,0.5882352941176471,0.6111111111111112
784,0.6190476190476191,0.75
785,0.7,0.47619047619047616
786,0.4117647058823529,0.7058823529411765
787,0.4,0.6666666666666666
788,0.6,0.7857142857142857
789,0.5333333333333333,0.5714285714285714
790,0.6666666666666666,0.5
791,0.6875,0.6666666666666666
792,0.45,0.7
793,0.5263157894736842,0.6666666666666666
794,0.45,0.7
795,0.4666666666666667,0.6666666666666666
796,0.47058823529411764,0.6666666666666666
797,0.6,0.8125
798,0.6875,0.625
799,0.6666666666666666,0.5
800,0.6,0.7333333333333333
801,0.5833333333333334,0.5
802,0.5384615384615384,0.4
803,0.6190476190476191,0.7894736842105263
